Test,Unit,n_obs,n_missing,mean,median,std,p10,p25,p75,p90,min,max,first_sample,last_sample,n_years,n_sites,lat_min,lat_max,lon_min,lon_max,frac_neg,frac_zero,frac_high
Atrazine-desisopropyl :- {Atrazine de-isopropyl},mg/l,150,0,0.00015422666666666668,0.0002,0.00017676648786018538,4e-05,4e-05,0.0002,0.0002,2e-05,0.002,2001-02-06 10:00:00,2014-02-24 11:30:00,11,25,50.515728209386374,53.91031486812822,-4.240149177360908,0.5060212042124568,0.0,0.0,0.006666666666666667
Chlorpropham,mg/l,150,0,0.0019685819999999974,3e-05,0.01058535083472615,7.7e-06,1e-05,0.00021574999999999999,0.0008269999999999985,5e-06,0.114,2000-02-17 15:05:00,2017-10-19 11:15:00,14,26,50.515728209386374,53.6840430782135,-4.240149177360908,1.1650600695103228,0.0,0.0,0.013333333333333334
Phosphorus : Load as P,kg/d,149,0,0.14098657718120805,0.1,0.11875912406354423,0.05,0.07,0.17,0.3,0.0,0.8,2011-08-02 08:20:00,2023-11-21 09:00:00,13,1,50.66276596254028,50.66276596254028,-2.58215839896699,-2.58215839896699,0.0,0.006711409395973154,0.013422818791946308
Pirimiphos-ethyl,mg/l,149,0,3.8362416107382555e-05,5e-05,4.4309448502045404e-05,1e-05,1e-05,5e-05,5e-05,5e-06,0.0005,2001-02-06 10:00:00,2014-02-24 11:30:00,11,25,50.515728209386374,53.91031486812822,-4.240149177360908,0.5060212042124568,0.0,0.0,0.006711409395973154
"1-Chloro-2,4-dinitrobenzene",mg/l,149,0,0.0022031543624161072,0.0008,0.0030125048137784396,0.0002,0.0008,0.0008,0.008,2e-05,0.008,2000-01-13 14:00:00,2006-02-16 11:00:00,7,3,53.676733385025805,53.736928350617035,-1.7356652048812182,-1.295498243428497,0.0,0.0,0.0
"Demetons : Sum of (-S Me Sox, S, -O Me, -S Me, -S Me Sone)",mg/l,148,0,3.121621621621622e-05,3e-05,5.582456168936982e-06,3e-05,3e-05,3e-05,3e-05,3e-05,8.999999999999999e-05,2007-11-16 11:20:00,2010-04-13 12:00:00,4,4,51.51523004416228,51.62357114619071,-0.03957175055982452,0.7123807159998174,0.0,0.0,0.006756756756756757
Bupirimate,mg/l,148,0,1.2765472972972974e-05,1e-05,2.8022549115996716e-05,5e-06,9.4975e-06,1e-05,1.05e-05,5e-06,0.00033192,2001-05-25 11:12:00,2014-02-24 11:30:00,11,25,50.515728209386374,53.91031486812822,-4.240149177360908,0.5060212042124568,0.0,0.0,0.013513513513513514
Pirimiphos-methyl,mg/l,148,0,1.8118243243243244e-05,2e-05,2.1049210359459016e-05,6e-06,1e-05,2e-05,2e-05,3e-06,0.0002,2001-02-06 10:00:00,2014-02-24 11:30:00,11,25,50.515728209386374,53.91031486812822,-4.240149177360908,0.5060212042124568,0.0,0.0,0.013513513513513514
"2,3,5,6-Tetrachlorothioanisole",mg/l,147,0,1.5912244897957825e-05,5e-06,4.708620176846309e-05,5e-06,5e-06,1e-05,2e-05,1e-06,0.000523,2000-02-17 15:05:00,2017-10-19 11:15:00,14,21,50.515728209386374,53.36012057636917,-4.240149177360908,0.5060212042124568,0.0,0.0,0.013605442176870748
"2,3,5,6-Tetrachloroaniline",mg/l,147,0,4.8049659863944214e-05,1e-05,0.00015899627865643707,5e-06,5e-06,2e-05,7.730000000000002e-05,4e-06,0.00137,2000-02-17 15:05:00,2017-10-19 11:15:00,14,22,50.515728209386374,53.6840430782135,-4.240149177360908,0.5060212042124568,0.0,0.0,0.013605442176870748
"Tin, Dissolved",mg/l,142,0,0.0025045774647887327,0.0025,5.454678828928473e-05,0.0025,0.0025,0.0025,0.0025,0.0025,0.00315,2000-01-13 14:00:00,2006-02-16 11:00:00,7,2,53.676733385025805,53.68244941321442,-1.7356652048812182,-1.727438577975835,0.0,0.0,0.007042253521126761
Di(2-ethylhexyl) phthalate :- {DEHP},mg/l,140,0,0.0012466999999999914,0.0006974999999999,0.001677908593303588,0.0002,0.0003405,0.0014075,0.002841000000000001,0.0002,0.0121,2007-11-02 14:10:00,2014-02-24 11:30:00,5,27,50.515728209386374,53.774132615556596,-3.657405622795426,1.3714352864107948,0.0,0.0,0.014285714285714285
Strontium,mg/l,140,0,0.11980071428571427,0.09599999999999995,0.07973860036378454,0.06726,0.07707499999999992,0.122,0.20770000000000005,0.0322,0.544,2000-04-07 10:30:00,2025-08-19 14:05:00,14,27,50.21740141303312,54.74170913526441,-5.179031010412471,-0.23473564039611405,0.0,0.0,0.014285714285714285
"Absorbance at 400 nm, Unfiltered :- {Apparent Colour}",abs/m,138,0,11.22268115942029,7.1,17.371722241471197,3.6630000000000003,5.225,9.0,13.709999999999997,1.3,117.0,2000-01-13 14:00:00,2006-02-16 11:00:00,7,2,53.676733385025805,53.68244941321442,-1.7356652048812182,-1.727438577975835,0.0,0.0,0.014492753623188406
"2,4-D Iso Butyl Ester",mg/l,135,0,0.0001562962962962963,0.0001,0.00013961963650084458,0.0001,0.0001,0.0001,0.0005,0.0001,0.0005,2003-08-28 14:40:00,2014-08-22 10:40:00,7,5,51.51523004416228,53.8200861639205,-2.7935865486517373,0.18233144326496661,0.0,0.0,0.0
"Optical Density at 350 nm, Filtered",abs/cm,134,0,0.1822686567164179,0.179,0.07422096497480377,0.1046,0.13875,0.21,0.2627,0.0001,0.706,2001-01-11 13:30:00,2009-10-22 11:30:00,8,1,52.05582606562789,52.05582606562789,-1.3151030616513124,-1.3151030616513124,0.0,0.0,0.014925373134328358
Methyl-iso-Butyl-Ketone :- {4-Methylpentan-2-one},mg/l,129,0,0.029120155038759688,0.01,0.09495650268991995,0.01,0.01,0.01,0.01,0.0,0.5,2000-10-25 15:20:00,2008-04-17 11:35:00,7,14,51.84177030068544,54.0234654576571,-2.9144419780784014,-0.8048717338048467,0.0,0.007751937984496124,0.0
Ethyl acetate :- {Ethyl Ethanoate},mg/l,129,0,0.028992248062015506,0.01,0.09494936941306131,0.01,0.01,0.01,0.01,0.01,0.5,2000-10-25 15:20:00,2008-04-17 11:35:00,7,14,51.84177030068544,54.0234654576571,-2.9144419780784014,-0.8048717338048467,0.0,0.0,0.0
Phenols : Total (7 Compounds) : Group 3,mg/l,129,0,0.10675968217054263,0.064,0.11579269162109986,0.05,0.05,0.122,0.1738,0.000451,0.679,2000-01-06 09:20:00,2009-03-19 09:15:00,8,6,50.84789135419585,54.99106705638183,-3.393425409347382,-1.2424922354224424,0.0,0.0,0.015503875968992248
Chlorophyll a + b,mg/l,128,0,0.008624374999999981,0.00339,0.024854435297085472,0.0012860000000000003,0.0020499999999999,0.00571,0.01329,0.0004,0.239,2000-01-06 15:00:00,2005-09-02 10:30:00,6,34,50.848344630805016,54.58407789483033,-3.3568615846869854,0.37845122837396633,0.0,0.0,0.015625
tert-Butyltoluene,mg/l,127,0,0.0014427559055118111,0.0005,0.004596413660146692,0.0005,0.0005,0.0005,0.005,1e-05,0.05,2000-01-13 14:00:00,2006-02-16 11:00:00,7,2,53.676733385025805,53.68244941321442,-1.7356652048812182,-1.727438577975835,0.0,0.0,0.007874015748031496
4-Chlorotoluene :- {1-Chloro-4-methylbenzene},mg/l,126,0,0.00010238095238095239,0.0001,3.625307868699864e-05,0.0001,0.0001,0.0001,0.0001,5e-05,0.0005,2003-05-29 16:00:00,2014-02-24 11:30:00,9,29,50.515728209386374,53.838518583230105,-3.657405622795426,0.5060212042124568,0.0,0.0,0.007936507936507936
2-Chlorotoluene :- {1-Chloro-2-methylbenzene},mg/l,126,0,0.00010285714285714287,0.0001,3.5751523444063576e-05,0.0001,0.0001,0.0001,0.0001,8e-05,0.0005,2003-05-29 16:00:00,2014-02-24 11:30:00,9,29,50.515728209386374,53.838518583230105,-3.657405622795426,0.5060212042124568,0.0,0.0,0.007936507936507936
Chlorine : Total : In Situ as Cl2,mg/l,122,0,1.6717213114754097,0.0,17.739769380512165,0.0,0.0,0.0075,0.5,0.0,196.0,2002-01-21 11:45:00,2010-04-28 13:00:00,9,13,51.9392367619366,53.602167032712885,-2.784707855761451,-0.1994243951685668,0.0,0.7459016393442623,0.00819672131147541
Triclosan,mg/l,121,0,0.00017231735537189503,0.000117,0.00017286332254012836,2.5e-05,3.78e-05,0.00022,0.000433,5e-06,0.0009459999999999,2005-09-08 09:10:00,2014-02-24 11:30:00,6,27,50.515728209386374,53.867332746942346,-3.657405622795426,0.5060212042124568,0.0,0.0,0.01652892561983471
"Demetons : Sum of (-S Me Sox, -S Me, -S Me Sone)",mg/l,121,0,3e-05,3e-05,0.0,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2010-05-05 11:40:00,2013-10-01 09:30:00,4,3,51.51523004416228,51.62357114619071,-0.03957175055982452,0.18233144326496661,0.0,0.0,0.0
"Sodium, Dissolved",mg/l,120,0,189.07083333333333,87.5,352.3567077242766,25.79,49.5,147.75,303.90000000000134,8.1,2090.0,2001-09-10 12:30:00,2025-08-19 14:05:00,15,31,50.21740141303312,54.74170913526441,-5.2889659334764065,0.7422080703518983,0.0,0.0,0.016666666666666666
Formaldehyde :- {Methanal},mg/l,120,0,0.4598858333333334,0.01985,0.8260072421494457,0.00427,0.00955,0.07375000000000001,2.0,0.004,2.36,2002-02-19 10:45:00,2016-12-09 14:00:00,8,5,51.9392367619366,54.60380955784337,-2.863476566535894,0.26228891149614875,0.0,0.0,0.008333333333333333
Odour : Threshold Number at 25 C,ton,119,0,24.873949579831933,16.0,47.30366284987226,8.0,10.0,22.0,40.0,2.0,500.0,2000-01-06 11:56:00,2002-11-07 11:20:00,3,1,52.0769133336724,52.0769133336724,0.45124395803422124,0.45124395803422124,0.0,0.0,0.008403361344537815
"Potassium, Dissolved",mg/l,119,0,19.565210084033616,15.9,14.692483830161546,5.892,11.55,22.9,32.56000000000001,2.74,87.0,2001-09-10 12:30:00,2025-08-19 14:05:00,14,30,50.21740141303312,54.74170913526441,-5.2889659334764065,0.7422080703518983,0.0,0.0,0.01680672268907563
Odour : Threshold Number at 40 C,ton,118,0,36.00847457627118,20.0,71.61190463067356,8.0,10.0,40.0,80.0,2.0,750.0,2000-01-06 11:56:00,2002-11-07 11:20:00,3,1,52.0769133336724,52.0769133336724,0.45124395803422124,0.45124395803422124,0.0,0.0,0.01694915254237288
3-Nitrotoluene,mg/l,117,0,0.0020733333333333324,0.0005,0.005036569200392746,0.0005,0.0005,0.00165,0.005,0.0002,0.05,2000-01-06 11:25:00,2005-10-13 08:45:00,6,1,53.736928350617035,53.736928350617035,-1.295498243428497,-1.295498243428497,0.0,0.0,0.017094017094017096
4-Nitrotoluene :- {4-Methylnitrobenzene},mg/l,117,0,0.0026650427350427336,0.0005,0.006286260006462319,0.0005,0.0005,0.0027,0.005,0.0005,0.05,2000-01-06 11:25:00,2005-10-13 08:45:00,6,1,53.736928350617035,53.736928350617035,-1.295498243428497,-1.295498243428497,0.0,0.0,0.017094017094017096
"Nitrogen, Organic as N",mg/l,116,0,5.448241465517241,3.6,5.579753427836138,1.0,2.0075,6.355,11.5,1e-05,29.0,2001-08-16 09:20:00,2024-03-01 10:25:00,7,32,50.82193433955007,52.0769133336724,-1.5872909660601147,0.7123807159998174,0.0,0.0,0.017241379310344827
2-Nitrotoluene,mg/l,114,0,0.004683157894736839,0.002,0.009401359468234092,0.0005,0.000952499999999975,0.005,0.007120000000000005,0.00026,0.069,2000-01-06 11:25:00,2005-10-13 08:45:00,6,1,53.736928350617035,53.736928350617035,-1.295498243428497,-1.295498243428497,0.0,0.0,0.008771929824561403
Acetonitrile :- {Methyl Cyanide},mg/l,113,0,0.42068141592920355,0.5,0.11155462030890047,0.3,0.3,0.5,0.5,0.147,0.5,2000-01-20 13:30:00,2005-10-13 08:45:00,6,2,53.736928350617035,54.534379534541216,-1.9094078614742325,-1.295498243428497,0.0,0.0,0.0
m-Toluidine :- {3-Methylaniline},mg/l,112,0,0.002069464285714283,0.0005,0.004951937984316321,0.0005,0.0005,0.002075,0.005,0.00044,0.05,2000-01-06 11:25:00,2005-10-13 08:45:00,6,1,53.736928350617035,53.736928350617035,-1.295498243428497,-1.295498243428497,0.0,0.0,0.017857142857142856
6-Chloro-2-aminotoluene {1-Chloro-2-methyl-3-aminobenzene},mg/l,112,0,0.002424732142857143,0.001,0.004963769448192914,0.0005,0.0005,0.003,0.005,0.00026,0.05,2000-01-06 11:25:00,2005-10-13 08:45:00,6,1,53.736928350617035,53.736928350617035,-1.295498243428497,-1.295498243428497,0.0,0.0,0.017857142857142856
Tri-n-butyl phosphate,mg/l,112,0,0.0002763035714285652,0.0001365,0.0004126026127197502,0.0001,0.0001,0.0002585,0.0005171000000000002,0.0001,0.00317,2000-01-10 14:35:00,2009-12-16 12:02:00,10,2,52.97215731261343,54.50433633297993,-3.5259549943196347,-1.046339241239667,0.0,0.0,0.017857142857142856
2-Chloro-4-aminotoluene,mg/l,110,0,0.005522090909090905,0.004,0.006875968801858883,0.0005,0.000575,0.00675,0.012100000000000008,0.0005,0.05,2000-01-06 11:25:00,2005-10-13 08:45:00,6,1,53.736928350617035,53.736928350617035,-1.295498243428497,-1.295498243428497,0.0,0.0,0.01818181818181818
